TimeStamp,20:3a:07:f9:39:c0,20:3a:07:f9:39:c1,20:3a:07:42:45:11,88:75:56:8f:3d:d5,88:75:56:8f:3d:d4,20:3a:07:42:45:12,88:75:56:8f:3d:d2,88:75:56:8f:3d:d1,20:3a:07:42:45:10,20:3a:07:42:45:14,20:3a:07:f9:39:c5,20:3a:07:42:45:1a,20:3a:07:42:45:1c,20:3a:07:42:45:1e,20:3a:07:42:45:15,20:3a:07:42:45:1d,20:3a:07:f9:39:c4,20:3a:07:f9:39:c2,88:75:56:8f:3d:d0,34:a8:4e:cc:26:f2,20:3a:07:f9:39:ce,20:3a:07:42:45:1b,0c:d9:96:ca:15:41,0c:d9:96:ca:15:4e,0c:d9:96:ca:15:4c,0c:d9:96:ca:15:4d,0c:d9:96:ca:15:45,0c:d9:96:ca:15:40,0c:d9:96:ca:15:44,0c:d9:96:ca:15:42,0c:d9:96:ca:15:4b,0c:d9:96:ca:15:4f,0c:d9:96:ca:15:4a,20:3a:07:f9:39:ca,34:a8:4e:cc:26:f1,34:a8:4e:cc:26:f5,20:3a:07:f9:39:cc,20:3a:07:f9:39:cb,20:3a:07:f9:39:cf,20:3a:07:f9:39:cd,20:3a:07:42:45:1f,34:a8:4e:cc:26:f0,34:a8:4e:cc:26:f4,88:75:56:6b:6a:51,88:75:56:6b:6a:55,88:75:56:6b:6a:52,c0:62:6b:86:c4:30,c0:62:6b:86:c4:34,f0:25:72:a2:eb:e0,f0:25:72:a2:eb:e4,f0:25:72:a2:eb:e1,c0:62:6b:86:c4:32,f0:25:72:a2:eb:e2,f0:25:72:a2:eb:ec,f0:25:72:a2:eb:eb,f0:25:72:a2:eb:ee,f0:25:72:a2:eb:ed,c0:62:6b:86:c4:35,c0:62:6b:86:c4:31,f0:25:72:a2:eb:ef,c0:62:6b:86:c4:3e,88:75:56:6b:6a:5b,88:75:56:6b:6a:5e,88:75:56:6b:6a:5f,88:75:56:6b:6a:5d,c0:62:6b:86:c4:3f,c0:62:6b:86:c4:3a,34:a8:4e:cc:26:fc,34:a8:4e:cc:26:fa,34:a8:4e:cc:26:ff,88:75:56:6b:6a:54,88:75:56:6b:6a:50,c0:62:6b:86:c4:3c,f0:25:72:a2:eb:e5,f0:25:72:a2:eb:ea,34:a8:4e:cc:26:fd,c0:62:6b:86:c4:3b,34:a8:4e:cc:26:fb,34:a8:4e:cc:26:fe,a0:cf:5b:44:84:54,a0:cf:5b:44:84:55,c0:62:6b:86:c4:3d,a0:cf:5b:44:84:52,88:75:56:6b:6a:5c,88:75:56:8f:3d:dc,88:75:56:8f:3d:da,88:75:56:6b:6a:5a,a0:cf:5b:44:84:51,64:d8:14:32:64:d4,a0:cf:5b:44:84:50,a0:cf:5b:44:84:5a,a0:cf:5b:44:84:5f,a0:cf:5b:44:84:5b,a0:cf:5b:44:84:5c,88:75:56:8f:3d:db,64:d8:14:32:64:d1,64:d8:14:32:64:d5,64:d8:14:32:64:dc,a0:cf:5b:44:84:5d,64:d8:14:32:64:dd,a0:cf:5b:44:84:5e,e0:d1:73:5b:cd:d2,64:d8:14:ad:ad:0c,64:d8:14:ad:ad:0e,64:d8:14:ad:ad:0a,64:d8:14:ad:ad:0d,e0:d1:73:5b:cd:d1,e0:d1:73:5b:cd:d5,e0:d1:73:5b:cd:d4,e0:d1:73:5b:cd:d0,e0:d1:73:5b:cd:de,e0:d1:73:5b:cd:df,e0:d1:73:5b:cd:db,e0:d1:73:5b:cd:dd,e0:d1:73:5b:cd:dc,7c:95:f3:17:0f:4b,7c:95:f3:17:0f:4e,7c:95:f3:17:0f:4c,7c:95:f3:17:0f:4d,e0:d1:73:5b:cd:da,7c:95:f3:17:0f:4a,7c:95:f3:17:0f:4f,64:d8:14:60:de:41,7c:95:f3:17:0f:40,64:d8:14:60:de:45,64:d8:14:60:de:44,64:d8:14:60:de:42,7c:95:f3:17:0f:41,7c:95:f3:17:0f:44,64:d8:14:60:de:40,7c:95:f3:17:0f:42,64:d8:14:60:de:4b,7c:95:f3:17:0f:45,64:d8:14:60:de:4e,64:d8:14:60:de:4d,64:d8:14:60:de:4f,64:d8:14:60:de:4a,64:d8:14:60:de:4c,64:d8:14:32:64:d0,64:d8:14:32:64:d2,34:a8:4e:ab:ce:a4,34:a8:4e:ab:ce:a1,34:a8:4e:ab:ce:a0,34:a8:4e:ab:ce:a5,64:d8:14:ad:ad:00,64:d8:14:ad:ad:01,64:d8:14:c0:60:0b,64:d8:14:ad:ad:05,64:d8:14:ad:ad:04,64:d8:14:c0:60:0f,64:d8:14:c0:60:00,64:d8:14:c0:60:04,64:d8:14:ad:ad:0f,64:d8:14:ad:ad:0b,64:d8:14:32:64:df,64:d8:14:c0:60:0a,64:d8:14:32:64:da,64:d8:14:c0:60:0c,64:d8:14:c0:60:05,34:a8:4e:ab:ce:a2,64:d8:14:c0:60:0d,64:d8:14:ad:ad:02,64:d8:14:c0:60:02,64:d8:14:c0:60:01,34:a8:4e:ab:ce:ae,34:a8:4e:ab:ce:aa,64:d8:14:32:64:db,64:d8:14:c0:60:0e,34:a8:4e:ab:ce:ac,64:d8:14:32:64:de,34:a8:4e:ab:ce:ad,34:a8:4e:ab:ce:af,34:a8:4e:ab:ce:ab,88:75:56:8f:3d:df,88:75:56:8f:3d:dd
1454508612129,,-88,,,,,,,,,-89,,,,,,,-88,,-75,-93,,-73,-87,-88,-87,,-74,-76,-76,-86,-86,-84,,-79,-79,,,,-94,,-80,-78,-83,-82,-75,,,,,,,,,,,,,,,,-85,-88,-86,-87,,,-88,-89,-89,-83,-85,,,,-90,,-90,-88,,,,,-86,,,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508615504,,-88,,,,,,,,,,,,,,,,,,-83,-93,,-73,-89,-90,-85,-73,-75,-72,-71,-90,-91,-88,,-77,-82,,,,,,-80,-78,-79,-83,-81,,,,,,,,,,,,,,,,-85,-88,-86,-87,,,-88,-90,-88,-81,-83,,,,-89,,-92,-88,,,,,-86,,,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508618862,,-88,,,,,,,,,,,,,,,,,,-80,,,-82,-80,-85,-82,-79,-79,-79,-80,-87,-86,-87,,-78,-80,,,,,,-80,-82,-79,-83,-84,,,,,,,,,,,,,,,,-85,-88,-86,-94,,,-88,-88,-88,-84,-83,,,,-88,,-92,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508622233,,,,,,,,,,,,,,,,,,,,-80,,,-82,-85,-86,-86,-79,-81,-84,-82,-88,-88,-87,,-81,-82,,,,,,-82,-82,-85,-88,-89,,,,,,,,,,,,,,,,,-89,,-94,,,-88,-88,-88,-84,-83,,,,-88,,-92,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508625601,,,,,,,,,,,,,,,,,,,,-81,,,-81,-90,-91,-90,-80,-81,-84,-79,-88,-89,-89,,-81,-81,,,,,,-78,-79,-85,-87,-84,,,,,,,,,,,,,,,,-90,-88,,-91,,,-88,-88,,-86,-86,,,,-88,,,-88,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508628973,,,,,,,,,,,,,,,,,,,,-75,,,-79,-91,-90,-91,-80,-80,-83,-81,-93,-91,-90,,-75,-77,,,,,,-77,-75,-82,-80,-81,,,,,,,,,,,,,,,,-90,-88,,-91,,,-88,,,-80,-80,,,,,,,-92,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508632344,,,,,,,,,,,,,,,,,,,,-80,,,-84,-91,-91,-92,-85,-85,-83,-84,-92,-93,-90,,-82,-84,,,,,,-77,-82,-85,-80,-85,,,,,,,,,,,,,,,,-90,-88,-93,-91,,,,-88,-88,-80,-80,,,,-85,,,-88,,,,,-89,,,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508635699,,,,,,,,,,,,,,,,,,,,-80,,,-79,-92,-91,-92,-85,-85,-78,-78,-91,-90,-90,,-71,-71,,,,,,-71,-82,-83,-81,-85,,,,,,,,,,,,,,,,,-88,-93,,,,-88,-85,-86,-80,-80,,,,-85,,,-88,,,,,,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508639055,-87,-87,,,,,,,,,-87,,,,,,-86,,,-80,,,-76,-88,-88,-88,-79,-85,-78,-76,-88,-90,-86,,-69,-69,,,,,,-69,-69,-77,-78,-85,,,,,,,,,,,,,,,,-89,-90,-92,-89,,,-88,-83,-84,-79,-78,,,,-85,,-81,-83,,,,,,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508642418,-87,-87,,,,,,,,,-87,,,,,,-86,,,-72,,,-75,-88,-87,-86,-76,-75,-78,-76,-88,-86,-86,,-69,-72,,,,,,-72,-72,-77,-83,-83,,,,,,,,,,,,,,,,-89,-90,-92,-87,,,-86,-87,-84,-83,-82,,,,,,-89,-83,,,,,-86,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508645806,-87,-86,,,,,,,,,-87,,,,,,-88,,,-70,,,-75,-84,-87,-85,-76,-76,-76,-76,-86,-86,-85,,-70,-72,,,,,,-71,-71,-77,-75,-76,,,,,,,,,,,,,,,,-89,-86,-82,-87,,,-86,-87,-84,-75,-75,,,,-88,,-89,-89,,,,,-86,,,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508649132,,-84,,,,,,,,,-84,,,,,,-88,-85,,-70,,,-73,-83,-87,-82,-76,-73,-72,-72,-83,-82,-83,,-70,-70,,,-94,,,-71,-71,-77,-76,-76,,,,,,,,,,,,,,,,,-86,-82,-87,,,-86,-87,,-75,-75,,,,-87,,-89,-87,,,,,-86,,,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508652446,-85,-84,,,,,,,,,-84,,,,,,-84,-84,,-69,,,-74,-83,-86,-83,-71,-71,-72,-72,-86,-85,-86,-90,-69,-70,,,-94,,,-71,-70,-74,-76,-74,,,,,,,,,,,,,,,,-83,-85,-81,-83,,,-80,,,-73,-75,,,,-79,,-79,-80,,,,,-85,,,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508655812,-85,-84,,,,,,,,,-85,,,,,,-85,-85,,-68,,,-74,-84,-84,-87,-70,-72,-72,-71,-85,-84,-83,-90,-69,-68,,,-94,,,-68,-68,-81,-78,-79,,,,,,,,,,,,,,,,-83,-87,-81,-86,,,-80,-83,-82,-79,-80,,,,-82,,-82,-82,,,,,-90,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508659177,-85,-85,,,,,,,,,-85,,,,,,-84,-85,,-66,,,-71,-82,-83,-83,-68,-69,-71,-73,-79,-85,-82,-90,-67,-68,,,,,,-68,-66,-73,-78,-73,,,,,,,,,,,,,,,,-87,-87,-87,-86,,,-84,-83,-82,-75,-76,,,,-82,,-84,-82,,,,,-90,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508662558,-81,-85,,,,,,,,,-79,,,,,,-79,-81,,-64,-90,,-70,-77,-76,-77,-69,-67,-71,-73,-79,-77,-76,-89,-67,-66,-88,-90,-90,-91,,-65,-64,-73,-68,-69,,,,,,,,,,,,,,,,-83,-87,-79,-78,,,-76,-74,-75,-68,-69,,,,-74,,-75,-82,,,,,-82,,,-82,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508665870,-81,-85,,,,,-89,,,,-82,,,,,,-80,-80,,-68,-80,,-66,-65,-66,-68,-64,-65,-71,-73,-79,-68,-67,-83,-67,-69,-82,-80,-80,-79,,-68,-68,-73,-68,-69,,-88,,,,-88,,,,,,-86,,,,-73,,-73,-73,,,-83,-82,-83,-72,-72,,,,-83,,-82,-82,,,,,-75,,,-74,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508669226,-81,-77,,,-81,-85,-81,,-85,-86,-71,,,,-85,,-80,-73,-81,-68,-83,,-57,-71,-69,-72,-64,-57,-58,-58,-71,-72,-67,-84,-57,-58,-83,-80,-82,-82,,-59,-68,-57,-59,-69,-69,-70,-78,,-78,-68,-78,,-84,,-84,-69,-68,-83,-81,-73,-79,-79,-79,-78,,-74,-73,-74,-72,-61,,-79,-84,-73,-79,-82,-73,-81,,-78,,-80,-90,,-82,-82,-83,-80,-88,-89,-90,-90,-91,-87,-87,-93,-89,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508672589,-84,-85,,,-81,-85,-81,,-85,-86,-85,,,,-85,,-85,-83,-81,-78,-93,,-57,-78,-83,-72,-69,-65,-65,-66,-81,-72,-84,-84,-77,-58,-91,-91,-89,-82,,-77,-77,-76,-79,-75,-69,-69,-80,-80,-79,-68,-80,,-87,,-88,-69,-69,-86,-77,-73,-79,-79,-79,-77,-77,-74,-73,-89,-75,-75,-77,-79,-84,-90,-77,-87,-88,-78,,-77,-78,-80,-90,,-82,-77,-83,-79,-90,-89,-90,-93,-91,-87,-87,-93,-92,-92,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508675972,-84,-85,,,-81,-85,-81,,-85,-86,-85,,,,-85,,-86,-84,-81,-81,-93,,-75,-82,-87,-72,-77,-73,-74,-66,-87,-85,-86,-84,-77,-81,-91,-91,-89,-82,,-83,-83,-76,-75,-73,-70,-69,-73,-74,-79,-68,-74,,-88,,-87,-70,-68,-87,-83,,-83,-79,-79,-83,-83,-74,-73,-89,-78,-78,-84,-73,-86,-90,-77,-87,-88,-76,-79,-82,-77,-84,-90,,-82,-76,-83,-76,-90,-89,-90,-93,-91,-87,-87,-93,-92,-92,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508679346,-84,-86,,,,,,,,,-85,,,,,,-86,-84,,-85,-93,,-71,-82,-84,-82,-72,-73,-74,-74,-84,-83,-84,,-86,-81,-91,-91,-89,,,-83,-85,-67,-75,-67,-70,-67,-76,-75,-75,-67,-75,,-86,,-84,-67,-67,-87,-83,,-83,,,-85,-84,,,-89,-67,-78,-83,-73,-87,-90,-84,-87,-88,-76,-77,-84,-75,-84,,,-84,-76,,-76,-90,,-90,-93,,,,,-92,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508682726,-87,-86,,,,,,,,,,,,,,,-86,-84,,-85,,,-78,-90,-88,-82,-72,-73,-79,-80,-88,-83,-87,,-86,-86,,,,,,-85,-85,-79,-82,-67,-73,-71,-77,-75,-76,-67,-78,,-78,,-81,-74,-73,-81,-78,,-83,,,-76,-84,,,,-67,-83,-83,-75,-81,,-77,,,-79,-80,-76,-75,-84,,,-84,-79,,-80,-90,-89,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508686049,-85,-86,,,,,,,,,-86,,,,,,-87,-86,,-86,-95,,-75,-86,-86,-82,-76,-76,-76,-80,-87,-88,-87,,-86,-86,-94,,,,,-89,-87,-79,-83,-81,-65,-66,-85,-83,-76,-66,-78,,-88,,-91,-66,-66,-88,-89,,-83,,,-76,-84,,,,-82,-82,-87,-86,-90,,-77,,,-80,-79,-76,-80,,,,-84,-80,,-80,-90,-89,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508689375,-80,-81,,,,,,,,,-82,,,,,,-80,-86,,-81,-91,,-70,-86,-86,,-69,-76,-76,-69,-87,-81,-87,-92,,-80,-90,-90,-90,-90,,-82,-80,-79,-75,-72,-76,-76,-82,-83,-84,-78,-78,-86,-86,,-86,-78,-66,-86,-88,-88,,-88,-87,-87,-87,,,,-74,-74,-88,-83,-85,,-88,,,-81,-82,-85,-80,-90,,,-90,-80,,-81,-90,-89,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508692735,-80,-81,,,,,,,,,-82,,,,,,-80,-86,,-81,-91,,-79,-92,-86,,-78,-76,-78,-77,-92,-93,-87,-92,-86,-80,-90,-90,-90,-90,,-82,-80,-79,-82,-72,-74,-74,-82,-83,-88,-78,,-86,-86,,-86,-73,-71,-86,-88,-85,,-88,-87,-91,-87,,,,-74,-80,-88,-83,-85,,-93,,,-84,-82,-89,-80,-90,,,-88,-80,,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508696137,-80,-81,,,,,,,,,-82,,,,,,-80,,,-88,-91,,-79,-92,,,-81,-81,-78,-77,-92,-93,,-92,-86,-80,-90,-90,-90,-90,,-82,-80,-79,-83,-82,-74,-84,-82,-83,-88,-78,,-86,-86,,-86,-73,-71,-86,-88,-85,,-88,-87,-91,-87,,,,-83,-83,-88,-83,-85,,-93,,,-84,-82,-89,-80,-90,,,-88,,,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508699542,,,,,,,,,,,,,,,,,,,,-88,,,-79,-92,,,-81,-81,-78,-77,-92,-93,,,-86,,,,,,,,,-79,-83,-87,-74,-84,,,-88,,,,,,,-73,-71,,,-85,,,,-91,,,,,-88,-83,,,,,-93,,,-84,,-89,,,,,-88,,,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508702958,,,,,,,,,,,,,,,,,,,,-88,,,,,,,-81,-81,,,,,,,,,,,,,,,,,-83,-87,,-84,,,,,,,,,,,,,,,,,,,,,,,-88,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508706353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508709742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508713142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508716529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508726732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-85,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508730119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-85,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508733506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-85,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,,,,,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508736898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,-84,,,,-82,,,,,,,-84,,,,,,,,,,,,,,,,,,,,,-78,,,-79,,,,,-79,,-78,,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508740284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-84,,,,-82,,,,,,-85,-84,,,,,,,,,,,,,,,,,,,,,-82,-82,,-79,,,,,-83,,-83,,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508743686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-79,,,,-81,,,,,,-79,-79,,,,,,,,,,,,,,,,,,,,,-79,-82,,-80,,,,,-81,,-78,,,-90,,,,,,,,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508747096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-82,,,,-81,,,,,,-83,-81,,-92,,,,,,,,,,,,,,,,,,,-83,-81,,-80,,,,,-81,,-80,-91,,-92,,,,,,,,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508750493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-77,,,,-77,,,,,-95,-83,-76,,-92,,,,,,,,,,,,,,,,,,,-74,-81,,-75,,,,,-75,,-80,-91,,-92,,,,,,,,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508753889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-74,,,-90,-73,,,,,-94,-74,-76,,-92,,,,,,-91,,,,,,,,,,,,,-74,-74,-91,-75,,,,,-75,,-74,-85,-86,-85,,,,,,-84,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508757285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-78,,,-88,-80,,,,,-94,-78,-79,,,,,,,-90,-89,,,,,,-89,,,,,,,-74,-71,-92,-72,,,,,-70,,-74,-81,-82,-85,-81,,,,,-81,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508760682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-79,,,-88,-80,,,,,-94,-79,-79,,,,,,,-90,-89,,,,,,-89,,,,,,,-71,-71,-92,-71,,,,,-70,,-71,-87,-88,-86,-81,,,,,-88,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508764086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-79,,,-88,-83,,,,,,-84,-81,,,,,,,-90,-89,,,,,,-89,,,,,,,-71,-73,-92,-72,,,,,-74,,-71,-88,-88,-86,-86,,,,,-88,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
